@*******reaming, 35644, $365, Educational & QA, 04/08/2019
@******_babyy, 14272, $120, Blog & Lifestyle, 04/08/2019
@*****nite, 30684, $800, Gaming & Entertainment, 04/08/2019
@******_tooo, 11770, $150, Movies TV & Fanpages, 04/08/2019
@*********uebrada_, 12500, $150, Blog & Lifestyle, 04/08/2019
@******planet, 58507, $500, Travel & Nature, 04/08/2019
@****bicc, 575535, $11111, Health & Beauty, 02/08/2019
@******stttt, 8181, $125, Gaming & Entertainment, 02/08/2019
@*****_trip, 8504, $749, Blog & Lifestyle, 12/08/2019
@********.comedy, 104162, $2000, Humor & Memes, 01/08/2019
@*******isfits, 29919, $520, Blog & Lifestyle, 01/08/2019
@******zvlogs, 13586, $250, Fashion & Style, 01/08/2019
@*****iravy, 72818, $330, Quotes & Text, 01/08/2019
@*****hotel, 10319, $155, Pets & Animals, 01/08/2019
@*****0nicz, 68107, $1000, Fashion & Style, 01/08/2019
@******sfying, 6005, $100, Art & Design, 01/08/2019
@*****nge.l, 25499, $545, Humor & Memes, 31/07/2019
@******ien51, 5000, $150, Gaming & Entertainment, 04/08/2019
@*****avlr, 10032, $225, Travel & Nature, 09/08/2019
@****shop, 24039, $325, Cars & Bikes, 09/08/2019
@******anal._, 34767, $125, Fitness & Sports, 12/09/2019
@****suua, 8164, $100, Blog & Lifestyle, 31/07/2019
@*********abianchi, 10084, $100, Fashion & Style, 31/07/2019
@******wrldz, 13592, $100, Luxury & Motivation, 31/07/2019
@*******rspage, 44699, $900, Cars & Bikes, 31/07/2019
@******4cars, 28854, $370, Cars & Bikes, 31/07/2019
@**********oreveryone, 8005, $200, Fashion & Style, 31/07/2019
@********ndiniz1, 10863, $250, Fashion & Style, 31/07/2019
@*******ndpower, 118309, $1000, Fitness & Sports, 31/07/2019
@*******wolves, 439142, $7000, Fitness & Sports, 31/07/2019
@*******simran, 113950, $400, Fashion & Style, 31/07/2019
@*******londes, 13818, $130, Luxury & Motivation, 31/07/2019
@********oficial, 190890, $2899, Fitness & Sports, 31/07/2019
@*****eusna, 5273, $100, Fashion & Style, 09/08/2019
@****ziza, 111003, $750, Blog & Lifestyle, 30/07/2019
@******_insta, 18574, $900, City & Country, 30/07/2019
@********.love.it, 6884, $115, Pets & Animals, 30/07/2019
@******ybalr, 107805, $4000, Fashion & Style, 30/07/2019
@*********_porsche, 28076, $999, Cars & Bikes, 30/07/2019
@*********_mercedes, 26901, $999, Cars & Bikes, 30/07/2019
@*********_hypercar, 78584, $1999, Cars & Bikes, 30/07/2019
@*********_mclaren, 86576, $1999, Cars & Bikes, 30/07/2019
@*********_ferrari, 66651, $1999, Cars & Bikes, 30/07/2019
@***********amborghini, 83048, $1999, Cars & Bikes, 30/07/2019
@****ood, 10779, $100, Humor & Memes, 30/07/2019
@******ign.s, 7238, $450, Gaming & Entertainment, 29/08/2019
@***********onaire.club, 12547, $250, Cars & Bikes, 29/07/2019
@******_nabh, 11587, $100, Quotes & Text, 05/08/2019
@*****ossic, 7291, $200, Gaming & Entertainment, 08/09/2019
@******nziee, 318187, $3000, Blog & Lifestyle, 29/07/2019
@******allery, 317939, $6000, Art & Design, 29/07/2019
@****ayan, 14916, $200, Fashion & Style, 29/07/2019
@*******.dobre, 10000, $100, Movies TV & Fanpages, 29/07/2019
@****_zzz, 17512, $100, Quotes & Text, 29/07/2019
@*********anfanclub, 15251, $100, Movies TV & Fanpages, 29/07/2019
@******_toooo, 11796, $100, Fashion & Style, 29/07/2019
@********ra_timao, 8710, $100, Movies TV & Fanpages, 29/07/2019
@*****reams, 39309, $400, Food & Nutrition, 27/07/2019
@*****ivent, 122032, $500, Luxury & Motivation, 04/08/2019
@******y_car, 64295, $1999, Cars & Bikes, 27/07/2019
@*****bhamo, 29487, $200, Humor & Memes, 27/07/2019
@********_chicks, 9644, $120, Health & Beauty, 27/07/2019
@********ardane_, 22522, $100, Fashion & Style, 27/07/2019
@********irations, 7916, $100, Quotes & Text, 27/07/2019
@****als, 16240, $3500, Humor & Memes, 27/07/2019
@******ender, 36941, $4000, Humor & Memes, 27/07/2019
@*****rawpp, 100266, $8000, Humor & Memes, 27/07/2019
@*****tmen, 147338, $1200, Fitness & Sports, 27/07/2019
@*****base, 129192, $1050, Fitness & Sports, 27/07/2019
@***********tnessgirls, 224841, $1500, Fitness & Sports, 26/07/2019
@**********legekatta, 11712, $150, Humor & Memes, 26/07/2019
@*******lmentor, 24269, $400, Business & Brand, 26/07/2019
@********amsfam_, 28498, $4000, Fitness & Sports, 26/07/2019
@*********.latinas_, 31224, $170, Fitness & Sports, 26/07/2019
@****sson, 94218, $1500, Fashion & Style, 26/07/2019
@******shots_, 27309, $150, Fitness & Sports, 26/07/2019
@**********n.mentors, 49645, $997, Quotes & Text, 26/07/2019
@******lein23, 20517, $180, Travel & Nature, 26/07/2019
@********endar.1, 48219, $400, Fitness & Sports, 04/08/2019
@********reelife, 22312, $100, Travel & Nature, 26/07/2019
@******krasta, 69989, $300, Blog & Lifestyle, 26/07/2019
@*******mar_fc, 90812, $1000, Movies TV & Fanpages, 26/07/2019
@******_carsx, 6342, $285, Cars & Bikes, 26/07/2019
@********puppers, 12228, $200, Pets & Animals, 26/07/2019
@*******unis.x, 83128, $1500, Movies TV & Fanpages, 26/07/2019
@********liberty, 10574, $205, Movies TV & Fanpages, 01/08/2019
@*******sophia, 23390, $1500, Fitness & Sports, 26/07/2019
@*******forlove, 14291, $230, Pets & Animals, 07/09/2019
@********forlove, 23946, $320, Pets & Animals, 07/09/2019
@********s.scencs, 7866, $100, Movies TV & Fanpages, 26/07/2019
@******lution, 9661, $100, Pets & Animals, 26/07/2019
@******laymat, 16984, $100, Blog & Lifestyle, 26/07/2019
@**********wonderfull, 8052, $100, Travel & Nature, 26/07/2019
@******.gram, 6546, $100, Business & Brand, 23/07/2019
@*****es.dz, 109927, $500, Fashion & Style, 23/07/2019
@*********leymani2, 6688, $100, Travel & Nature, 01/08/2019
@********adeira_, 5425, $125, Health & Beauty, 23/07/2019
@************ersbandanas, 11825, $100, Pets & Animals, 23/07/2019
@*********losamente, 5893, $200, Humor & Memes, 23/07/2019
@****a.i, 21685, $200, Humor & Memes, 22/07/2019
@********.qvotes, 22204, $140, Humor & Memes, 22/07/2019
@*******nnyvids, 19548, $444, Blog & Lifestyle, 22/07/2019
@*********yletisch, 16016, $444, Fashion & Style, 22/07/2019
@********assteam, 10469, $220, Business & Brand, 22/07/2019
@*****ooty, 35815, $1200, Fitness & Sports, 22/07/2019
@******olsen, 6268, $100, Blog & Lifestyle, 26/07/2019
@*******ydaily, 167337, $2999, Humor & Memes, 22/07/2019
@*********world.hd, 10933, $230, Travel & Nature, 22/07/2019
@*******thalie, 17294, $100, Fashion & Style, 26/07/2019
@**********acheva___, 18732, $100, Health & Beauty, 26/07/2019
@******anelyk, 13264, $100, Fashion & Style, 26/07/2019
@*******nybruv, 23789, $300, Humor & Memes, 01/08/2019
@*******world_0, 5164, $100, Humor & Memes, 22/07/2019
@*******vegeta, 7280, $100, Humor & Memes, 22/07/2019
@*******febest, 9965, $100, Humor & Memes, 22/07/2019
@*******tronomy, 123213, $700, Travel & Nature, 26/07/2019
@****vol8, 7322, $100, Blog & Lifestyle, 22/07/2019
@****sace, 9154, $250, Fashion & Style, 22/07/2019
@*********g_lovers, 50273, $600, Pets & Animals, 22/07/2019
@*******x.life, 9033, $100, Luxury & Motivation, 22/07/2019
@******videoz, 10099, $275, Humor & Memes, 22/07/2019
@********c.makeup, 7050, $150, Health & Beauty, 22/07/2019
@*******errari, 24208, $390, Cars & Bikes, 22/07/2019
@******esales, 101379, $450, Blog & Lifestyle, 22/07/2019
@*****inchi, 30285, $225, Humor & Memes, 19/07/2019
@******inmee, 8510, $100, Luxury & Motivation, 19/07/2019
@****m___, 20566, $150, Luxury & Motivation, 02/09/2019
@*******hefitt, 20099, $770, Fitness & Sports, 19/07/2019
@******times, 8219, $1100, Fitness & Sports, 19/07/2019
@*******on1110, 9339, $100, Fashion & Style, 18/07/2019
@********_france, 7128, $100, Humor & Memes, 01/08/2019
@*******eblogss, 10420, $100, Fashion & Style, 01/08/2019
@******galore, 10178, $120, Travel & Nature, 01/08/2019
@******igais, 9462, $110, Humor & Memes, 17/07/2019
@***mz, 11582, $11000, Humor & Memes, 17/07/2019
@*****pper, 7011, $100, Food & Nutrition, 01/08/2019
@********warriors, 10850, $125, Fitness & Sports, 16/07/2019
@*******ssbody, 154858, $2500, Health & Beauty, 16/07/2019
@******egram, 146277, $3500, Art & Design, 16/07/2019
@********legance, 14557, $160, Travel & Nature, 01/08/2019
@******ouafa, 15216, $200, Health & Beauty, 15/07/2019
@*******ciemir, 21849, $100, Blog & Lifestyle, 15/07/2019
@******elboy, 39078, $250, Movies TV & Fanpages, 15/07/2019
@*******yg0als, 145852, $1699, Fashion & Style, 15/07/2019
@******nsfeel, 92600, $999, Fashion & Style, 15/07/2019
@******kissez, 51414, $499, Fashion & Style, 15/07/2019
@******niesta, 348642, $4599, Fashion & Style, 15/07/2019
@*****niite, 83049, $1500, Gaming & Entertainment, 15/07/2019
@******backkf, 1750541, $8000, Blog & Lifestyle, 01/08/2019
@*******islove, 18044, $350, Gaming & Entertainment, 15/07/2019
@******ngels, 131541, $450, Fashion & Style, 15/07/2019
@**********enboyokay, 11157, $100, Gaming & Entertainment, 15/07/2019
@*******imdias, 48574, $750, Blog & Lifestyle, 15/07/2019
@****y.__, 58159, $670, Fashion & Style, 15/07/2019
@******modi5, 15092, $100, Blog & Lifestyle, 15/07/2019
@********deville, 280542, $11500, Blog & Lifestyle, 15/07/2019
@****eef, 27519, $300, Blog & Lifestyle, 15/07/2019
@********le_genie, 10128, $100, Fashion & Style, 11/07/2019
@**********radise___, 49717, $500, Fitness & Sports, 11/07/2019
@******pandas, 88012, $1100, Food & Nutrition, 11/07/2019
@**********nsthejoke, 32387, $20000, Humor & Memes, 11/07/2019
@********tra.sad, 76354, $690, Humor & Memes, 10/07/2019
@******sokmx, 41456, $420, Quotes & Text, 10/07/2019
@*******aasi.in, 210092, $800, Blog & Lifestyle, 10/07/2019
@****.dh, 8771, $200, Pets & Animals, 10/07/2019
@********d___ddd, 9688, $110, Travel & Nature, 20/08/2019
@*******rous_18, 9511, $150, Fitness & Sports, 10/07/2019
@******uence, 122111, $500, Travel & Nature, 09/07/2019
@******lart_, 285688, $15000, Art & Design, 09/07/2019
@*****eezy, 8362, $150, Art & Design, 09/07/2019
@*******girltwo, 20217, $100, Movies TV & Fanpages, 09/07/2019
@*****yaran, 27127, $150, Movies TV & Fanpages, 09/07/2019
@*******andbts, 21038, $100, Movies TV & Fanpages, 09/07/2019
@*****chuxe, 18920, $100, Movies TV & Fanpages, 09/07/2019
@*****key.1, 16087, $200, Blog & Lifestyle, 09/07/2019
@******stler, 50427, $600, Humor & Memes, 09/07/2019
@******ngels, 7904, $100, Fashion & Style, 09/07/2019
@*******andeer, 82146, $2000, Humor & Memes, 09/07/2019
@*******andeers, 26609, $1000, Humor & Memes, 09/07/2019
@*********lebrity0, 66734, $1500, Movies TV & Fanpages, 09/07/2019
@******_memos, 199676, $4000, Humor & Memes, 09/07/2019
@*****cals2, 20562, $150, Humor & Memes, 09/07/2019
@*******sfeverr, 18125, $500, Fashion & Style, 09/07/2019
@*******aqjbeli, 28238, $200, Fashion & Style, 08/07/2019
@****ave, 19745, $150, Fitness & Sports, 08/07/2019
@********world.11, 8117, $100, Fitness & Sports, 08/07/2019
@***********_digitalll, 56487, $200, Business & Brand, 08/07/2019
@*******eas_ig, 76102, $2000, Fashion & Style, 08/07/2019
@********thefade, 39218, $1750, Health & Beauty, 08/07/2019
@******utmae, 24142, $150, Blog & Lifestyle, 08/07/2019
@******sworld, 30396, $700, Fitness & Sports, 08/07/2019
@*****socio, 48130, $750, Luxury & Motivation, 07/09/2019
@*********__people, 12594, $330, Travel & Nature, 08/07/2019
@*****maly_, 10204, $500, Travel & Nature, 08/07/2019
@*****oooo, 5639, $150, Pets & Animals, 08/07/2019
@*****itoo, 235469, $950, Fashion & Style, 08/07/2019
@******dwish, 10401, $1000, Health & Beauty, 08/07/2019
@***********es.verified, 29895, $670, Movies TV & Fanpages, 08/07/2019
@**********and.posie, 9598, $100, Blog & Lifestyle, 08/07/2019
@*******ichland, 945873, $15000, Travel & Nature, 02/09/2019
@****slom, 10094, $125, Blog & Lifestyle, 08/07/2019
@****904_, 33172, $300, Blog & Lifestyle, 08/07/2019
@*******lovers, 146526, $2500, Fitness & Sports, 05/07/2019
@******uined, 24483, $800, Humor & Memes, 05/07/2019
@******ss420, 8581, $100, Humor & Memes, 05/07/2019
@********ess.barz, 6767, $100, Business & Brand, 05/07/2019
@*******wordlz, 5001, $100, Humor & Memes, 05/07/2019
@*****an92, 220944, $4000, Fashion & Style, 05/07/2019
@********an.page, 12144, $225, Pets & Animals, 05/07/2019
@*******legance, 7169, $100, Travel & Nature, 01/08/2019
@*******ocenter, 19140, $520, Cars & Bikes, 05/07/2019
@******r_eva, 68629, $300, Fashion & Style, 11/09/2019
@******etism, 11389, $250, Art & Design, 05/07/2019
@******pirit, 23110, $250, Cars & Bikes, 03/07/2019
@**********liaromagna, 9523, $125, Travel & Nature, 03/07/2019
@***********passionate, 16393, $200, Food & Nutrition, 03/07/2019
@*****tech, 285615, $20000, Tech & Computers, 03/07/2019
@******rrect, 407393, $10000, Art & Design, 03/07/2019
@******world, 226260, $10000, Travel & Nature, 03/07/2019
@*****ocket, 152199, $5000, Tech & Computers, 03/07/2019
@*****ssova, 12851, $120, Fitness & Sports, 02/07/2019
@*****tbuzz, 38514, $1600, Movies TV & Fanpages, 02/07/2019
@********rasoli69, 5920, $100, Food & Nutrition, 02/07/2019
@*****omps, 17980, $197, Reviews & Tutorials, 01/08/2019
@******inford, 21180, $480, Blog & Lifestyle, 01/08/2019
@*****peace, 29528, $550, Humor & Memes, 02/07/2019
@*******ndia034, 45910, $500, Fashion & Style, 02/07/2019
@*****_t_s, 14735, $230, Luxury & Motivation, 01/08/2019
@*******ionaire, 6522, $100, Luxury & Motivation, 02/07/2019
@****ite, 7274, $278, Gaming & Entertainment, 04/09/2019
@******avicc, 5199, $100, Blog & Lifestyle, 05/08/2019
@***ny, 9453, $100, Fashion & Style, 01/07/2019
@*********ful_mind, 5094, $100, Art & Design, 01/07/2019
@******rones, 10178, $200, Pets & Animals, 30/06/2019
@*********_clipsig, 7390, $200, Humor & Memes, 30/06/2019
@**********community, 64722, $1500, Fitness & Sports, 30/06/2019
@******style, 22180, $225, Luxury & Motivation, 30/06/2019
@******y.exe, 43371, $350, Humor & Memes, 30/06/2019
@*********ivations, 60399, $550, Luxury & Motivation, 30/06/2019
@*****ani1, 97078, $650, Blog & Lifestyle, 28/06/2019
@******actose, 128859, $3000, Luxury & Motivation, 01/08/2019
@********ds.daily, 9340, $170, Gaming & Entertainment, 01/08/2019
@****plug, 5784, $100, Luxury & Motivation, 28/06/2019
@*****idsig, 118953, $1700, Humor & Memes, 01/08/2019
@******unity, 200411, $2250, Humor & Memes, 01/08/2019
@*********ftheworld, 5432, $2000, Travel & Nature, 28/06/2019
@******skill, 197331, $700, Art & Design, 28/06/2019
@****oy__, 8898, $400, Quotes & Text, 28/06/2019
@******syxho, 6608, $300, Quotes & Text, 28/06/2019
@*******ession, 55525, $778, Cars & Bikes, 28/06/2019
@********els.page, 200938, $5600, Health & Beauty, 26/06/2019
@***********elexplorer, 5023, $700, Travel & Nature, 26/06/2019
@****avit, 7985, $2000, Luxury & Motivation, 26/06/2019
@***********nspiration, 30313, $900, Art & Design, 26/06/2019
@********ivenews, 14783, $100, Fitness & Sports, 26/06/2019
@*****ates, 11841, $1000, Business & Brand, 26/06/2019
@*******greeusa, 71076, $1500, Fitness & Sports, 26/06/2019
@******spro_, 21959, $180, Travel & Nature, 12/09/2019
@******nhava, 18688, $200, Gaming & Entertainment, 25/06/2019
@*****pixie, 11936, $200, Blog & Lifestyle, 25/06/2019
@*******.gram1, 166728, $1500, Fashion & Style, 25/06/2019
@****.ess, 25228, $400, Gaming & Entertainment, 25/06/2019
@********anetmap, 36047, $330, Travel & Nature, 25/06/2019
@***am, 75711, $500, Quotes & Text, 25/06/2019
@****feed, 7602, $100, Fitness & Sports, 25/06/2019
@*******fashi0n, 18375, $120, Fashion & Style, 07/08/2019
@*******_family, 193660, $5000, Movies TV & Fanpages, 25/06/2019
@********ngirlss_, 5738, $100, Fashion & Style, 01/08/2019
@******irbnb, 17040, $100, Architecture & Interior, 23/06/2019
@******a0137, 18761, $199, Fashion & Style, 23/06/2019
@******fmetal, 30020, $999, Humor & Memes, 23/06/2019
@*****iggas, 6126, $150, Humor & Memes, 22/06/2019
@******tfits, 8974, $889, Fashion & Style, 22/06/2019
@******vidos, 40956, $225, Cars & Bikes, 01/08/2019
@*********es.daily, 5319, $100, Health & Beauty, 22/06/2019
@********ls_____, 106849, $1100, Fashion & Style, 22/06/2019
@*******ties.tv, 95367, $800, Fashion & Style, 21/06/2019
@********bydesign, 13879, $240, Luxury & Motivation, 20/06/2019
@*********mesquare, 21298, $130, Humor & Memes, 20/06/2019
@********elpme_2, 50364, $150, Business & Brand, 20/06/2019
@*******ez100x2, 218618, $500, Fashion & Style, 20/06/2019
@******niala, 34516, $300, Fashion & Style, 11/09/2019
@****koo, 30163, $200, Blog & Lifestyle, 20/06/2019
@***********aleforsale, 23682, $350, Travel & Nature, 20/06/2019
@****ind, 17714, $175, Art & Design, 19/06/2019
@******motion, 68016, $600, Pets & Animals, 19/06/2019
@*****y4tv, 160260, $799, Fashion & Style, 08/07/2019
@*****ibes1, 50811, $400, Fashion & Style, 11/09/2019
@******sypher, 11976, $150, Blog & Lifestyle, 19/06/2019
@*****opara, 16127, $175, Pets & Animals, 19/06/2019
@********.albania, 27992, $556, Movies TV & Fanpages, 19/06/2019
@******rcarrs, 30123, $600, Cars & Bikes, 19/06/2019
@*******careguy, 145277, $1700, Fashion & Style, 19/06/2019
@******ulut16, 13424, $101, Architecture & Interior, 19/06/2019
@********mescafe, 46970, $450, Art & Design, 19/06/2019
@********.africa, 26903, $850, Fashion & Style, 19/06/2019
@********world_hd, 12347, $125, Travel & Nature, 18/06/2019
@*********911_store, 8753, $125, Fitness & Sports, 18/06/2019
@**********.skincare, 9201, $160, Health & Beauty, 01/08/2019
@***********bathandbody, 13529, $230, Health & Beauty, 01/08/2019
@*********i.fitness, 18236, $280, Fitness & Sports, 01/08/2019
@*********i.makeup, 26107, $475, Health & Beauty, 01/08/2019
@********aveller, 17284, $280, Travel & Nature, 01/08/2019
@****ota_, 7736, $150, Travel & Nature, 18/06/2019
@*****ife7k, 74962, $1000, Fashion & Style, 18/06/2019
@****hes, 19402, $200, Fashion & Style, 10/09/2019
@******ation, 101666, $800, Fashion & Style, 10/09/2019
@******dog01, 14203, $100, Pets & Animals, 18/06/2019
@*****buds, 45560, $1400, Fitness & Sports, 18/06/2019
@********na_dz_2, 136438, $950, Humor & Memes, 22/06/2019
@*******bitions, 31437, $220, Luxury & Motivation, 08/07/2019
@*********ifestyle, 22007, $160, Luxury & Motivation, 16/06/2019
@****dot, 24841, $160, Luxury & Motivation, 16/06/2019
@******ilecom, 18199, $200, Tech & Computers, 16/06/2019
@****r00, 12726, $125, Art & Design, 16/06/2019
@*******zahtime, 244436, $3000, Humor & Memes, 16/06/2019
@***********heavocados, 35988, $170, Travel & Nature, 08/07/2019
@********heplanet, 78722, $350, Travel & Nature, 16/06/2019
@*******tings__, 17900, $320, Quotes & Text, 16/06/2019
@********ports04, 13772, $100, Fitness & Sports, 16/06/2019
@***********llengerslol, 47193, $1200, Gaming & Entertainment, 16/06/2019
@******rdall, 5824, $100, Art & Design, 16/06/2019
@*********one.xsmax, 6963, $100, Tech & Computers, 13/06/2019
@*****rmany, 170872, $1900, Travel & Nature, 20/06/2019
@******days1, 11058, $109, Pets & Animals, 13/06/2019
@*****nippy, 12306, $100, Fashion & Style, 13/06/2019
@******.shows, 48572, $1100, Fashion & Style, 13/06/2019
@****lone, 29220, $375, Movies TV & Fanpages, 13/06/2019
@*******htravel, 11076, $190, Travel & Nature, 13/06/2019
@**********orld_1111, 59543, $650, Travel & Nature, 13/06/2019
@****g.s, 13292, $175, Pets & Animals, 13/06/2019
@*******ssnain, 38651, $600, Fashion & Style, 13/06/2019
@******itgram, 130631, $600, Fitness & Sports, 13/06/2019
@****36o, 81921, $700, Cars & Bikes, 13/06/2019
@********ports05, 14549, $100, Fitness & Sports, 13/06/2019
@********rsson20, 19007, $100, Fashion & Style, 10/06/2019
@*******sworld, 20303, $500, Fashion & Style, 10/06/2019
@*****ynatx, 7714, $100, Travel & Nature, 10/06/2019
@********european, 286455, $1100, Fashion & Style, 28/08/2019
@***********fficial_fc, 288898, $800, Fashion & Style, 12/09/2019
@*********sfitness, 6117, $100, Fitness & Sports, 10/06/2019
@*******als_mag, 12037, $120, Luxury & Motivation, 10/06/2019
@*********gotquotes, 66665, $4000, Movies TV & Fanpages, 10/06/2019
@*******parkles, 10470, $125, Gaming & Entertainment, 10/06/2019
@*******dworld, 10671, $125, Pets & Animals, 10/06/2019
@*******e_set__, 162825, $1500, Movies TV & Fanpages, 20/06/2019
@*******diary06, 10698, $150, Travel & Nature, 10/06/2019
@*****lovrs, 12871, $100, Humor & Memes, 10/06/2019
@********rendtab, 405225, $8000, Fashion & Style, 10/06/2019
@*******ry.cat, 28361, $284, Pets & Animals, 10/06/2019
@********ics.guy, 135786, $1400, Educational & QA, 07/06/2019
@******xacto, 232691, $1900, Humor & Memes, 07/06/2019
@**************ndcenterfolds, 16364, $500, Fashion & Style, 07/06/2019
@*****tonio, 120001, $1000, Blog & Lifestyle, 07/06/2019
@***********ional.king, 150075, $1880, Luxury & Motivation, 07/06/2019
@***********an.quotess, 108146, $1680, Luxury & Motivation, 06/06/2019
@******pedia, 160545, $1880, Educational & QA, 06/06/2019
@******room1, 6595, $100, Fitness & Sports, 06/06/2019
@****gent, 82770, $1200, Pets & Animals, 06/06/2019
@**********el.nature, 83117, $2200, Travel & Nature, 06/06/2019
@*******obepic, 82307, $2000, Travel & Nature, 06/06/2019
@******a.m.o, 11131, $150, Architecture & Interior, 06/06/2019
@****osta, 48570, $800, Cars & Bikes, 06/06/2019
@*****jon85, 13483, $100, Fashion & Style, 06/06/2019
@*********_passion_, 10223, $300, Art & Design, 05/06/2019
@******zybaba, 18909, $350, Fashion & Style, 05/06/2019
@*****zzy_, 115765, $2230, Fashion & Style, 05/06/2019
@****tsy, 19567, $150, Humor & Memes, 05/06/2019
@****9e_, 9713, $100, Blog & Lifestyle, 05/06/2019
@********official, 121403, $1000, Blog & Lifestyle, 05/06/2019
@***boy, 1740189, $1950000, Gaming & Entertainment, 05/06/2019
@********ntality, 36247, $500, Quotes & Text, 05/06/2019
@*******otblll, 22056, $550, Fitness & Sports, 05/06/2019
@********_with_u, 5053, $100, Blog & Lifestyle, 05/06/2019
@*********zionbrows, 11100, $100, Health & Beauty, 05/06/2019
@******nsane, 11597, $125, Luxury & Motivation, 04/06/2019
@********stravelz, 18452, $110, Travel & Nature, 04/06/2019
@********_journey, 29395, $125, Travel & Nature, 04/06/2019
@*****hhh_, 13166, $125, Blog & Lifestyle, 04/06/2019
@*********roriginal, 6994, $100, Reviews & Tutorials, 04/06/2019
@*****odel, 75487, $600, Fashion & Style, 19/08/2019
@*******rahim_, 22316, $100, Blog & Lifestyle, 02/06/2019
@******e.tips, 10072, $110, Quotes & Text, 02/06/2019
@***tly, 97385, $2500, Luxury & Motivation, 01/08/2019
@***gyz, 11357, $100, Humor & Memes, 02/06/2019
@******nzgeek, 98630, $1500, Fashion & Style, 02/06/2019
@****4dz, 104092, $1400, Blog & Lifestyle, 01/06/2019
@*****aasii, 126812, $650, Movies TV & Fanpages, 01/06/2019
@****n3w, 13724, $100, Fashion & Style, 01/06/2019
@*********anfansss, 5367, $100, Fashion & Style, 01/06/2019
@*****pmall, 6439, $100, Business & Brand, 01/06/2019
@*********dark1001, 5260, $100, Art & Design, 01/06/2019
@********laces.hd, 29725, $750, Travel & Nature, 20/06/2019
@********orld.hd, 168475, $5000, Travel & Nature, 20/06/2019
@**********s.addicted, 11635, $145, Fitness & Sports, 01/06/2019
@***av, 17333, $150, Fashion & Style, 01/06/2019
@*****irdom, 10258, $135, Health & Beauty, 30/05/2019
@******ign5d, 90462, $300, Blog & Lifestyle, 30/05/2019
@******iposet, 185823, $500, Humor & Memes, 30/05/2019
@*****.den, 11739, $100, Luxury & Motivation, 30/05/2019
@****ax_, 26679, $100, Fashion & Style, 30/05/2019
@******nycsd, 85345, $400, Movies TV & Fanpages, 30/05/2019
@****wiaa, 5424, $100, Humor & Memes, 30/05/2019
@*****elux, 17537, $125, Blog & Lifestyle, 30/05/2019
@********e_os.tv, 31333, $100, Humor & Memes, 30/05/2019
@*****aa_96, 10459, $135, Fashion & Style, 29/05/2019
@****e10k, 10719, $110, Humor & Memes, 29/05/2019
@******bai.se, 58567, $500, Luxury & Motivation, 29/05/2019
@*******ysaleem, 11199, $150, Cars & Bikes, 27/05/2019
@****.pix, 10253, $125, Pets & Animals, 27/05/2019
@****1s7, 23337, $100, Business & Brand, 27/05/2019
@*****ideoz, 22293, $120, Blog & Lifestyle, 27/05/2019
@*******are.75, 218974, $379, Blog & Lifestyle, 27/05/2019
@*******otties, 14823, $150, Fashion & Style, 27/05/2019
@********lopez123, 17245, $160, Fitness & Sports, 01/06/2019
@*******rosman1, 15193, $140, Fitness & Sports, 01/06/2019
@*******ardi12, 20408, $175, Fitness & Sports, 01/06/2019
@******xuries, 330617, $10000, Food & Nutrition, 27/05/2019
@********.lovers, 11095, $250, Pets & Animals, 27/05/2019
@**********t_official, 18360, $240, Travel & Nature, 27/05/2019
@********riminal, 35808, $1700, Quotes & Text, 27/05/2019
@*******t.today, 22714, $600, Pets & Animals, 27/05/2019
@**********inedmemes, 11128, $100, Humor & Memes, 27/05/2019
@********egolden, 89907, $800, Architecture & Interior, 27/05/2019
@****art, 13372, $400, Art & Design, 22/08/2019
@*****onies, 26752, $230, Movies TV & Fanpages, 24/05/2019
@*****divas, 297618, $915, Fashion & Style, 24/05/2019
@*****5999, 5160, $100, Fashion & Style, 24/05/2019
@********tness.go, 9664, $100, Fitness & Sports, 24/05/2019
@*****zjoke, 14575, $300, Humor & Memes, 30/05/2019
@*******babezz, 470765, $7000, Fashion & Style, 24/05/2019
@*****blike, 11425, $400, Humor & Memes, 24/05/2019
@*******oaching, 15181, $100, Fitness & Sports, 24/05/2019
@*******imtted, 325977, $4000, Humor & Memes, 20/05/2019
@******dead_, 161887, $2400, Gaming & Entertainment, 20/05/2019
@********owbabes, 273266, $4000, Fashion & Style, 19/05/2019
@******atisfy, 38543, $150, Blog & Lifestyle, 19/05/2019
@*******fficial, 157646, $1200, Fashion & Style, 22/08/2019
@******ll1987, 12574, $100, Blog & Lifestyle, 19/08/2019
@***t3, 6941, $100, Travel & Nature, 18/05/2019
@**********tvideos.nl, 21800, $100, Gaming & Entertainment, 18/05/2019
@********ingh332, 94602, $450, Movies TV & Fanpages, 18/05/2019
@********awesome, 20052, $100, Travel & Nature, 18/05/2019
@*******_loveer, 21449, $125, Fitness & Sports, 17/05/2019
@*****nttk, 60986, $300, Gaming & Entertainment, 17/05/2019
@*****nela_, 14604, $100, Fashion & Style, 10/06/2019
@******arage, 9119, $150, Movies TV & Fanpages, 17/05/2019
@*******ashion, 17234, $150, Fashion & Style, 17/05/2019
@********atvoorop, 9709, $100, Humor & Memes, 17/05/2019
@********dsucceed, 22359, $215, Luxury & Motivation, 17/05/2019
@*******arma.67, 322043, $1700, Fashion & Style, 24/05/2019
@********ntravels, 7585, $100, Travel & Nature, 12/09/2019
